air fresheners candles,asian foods,baby accessories,baby bath body care,baby food formula,bakery desserts,baking ingredients,baking supplies decor,beauty,beers coolers,body lotions soap,bread,breakfast bakery,breakfast bars pastries,bulk dried fruits vegetables,bulk grains rice dried goods,buns rolls,butter,candy chocolate,canned fruit applesauce,canned jarred vegetables,canned meals beans,canned meat seafood,cat food care,cereal,chips pretzels,cleaning products,cocoa drink mixes,coffee,cold flu allergy,condiments,cookies cakes,crackers,cream,deodorants,diapers wipes,digestion,dish detergents,dog food care,doughs gelatins bake mixes,dry pasta,eggs,energy granola bars,energy sports drinks,eye ear care,facial care,feminine care,first aid,food storage,fresh dips tapenades,fresh fruits,fresh herbs,fresh pasta,fresh vegetables,frozen appetizers sides,frozen breads doughs,frozen breakfast,frozen dessert,frozen juice,frozen meals,frozen meat seafood,frozen pizza,frozen produce,frozen vegan vegetarian,fruit vegetable snacks,grains rice dried goods,granola,hair care,honeys syrups nectars,hot cereal pancake mixes,hot dogs bacon sausage,ice cream ice,ice cream toppings,indian foods,instant foods,juice nectars,kitchen supplies,kosher foods,latino foods,laundry,lunch meat,marinades meat preparation,meat counter,milk,mint gum,missing,more household,muscles joints pain relief,nuts seeds dried fruit,oils vinegars,oral hygiene,other,other creams cheeses,packaged cheese,packaged meat,packaged poultry,packaged produce,packaged seafood,packaged vegetables fruits,paper goods,pasta sauce,pickled goods olives,plates bowls cups flatware,popcorn jerky,poultry counter,prepared meals,prepared soups salads,preserved dips spreads,protein meal replacements,red wines,refrigerated,refrigerated pudding desserts,salad dressing toppings,seafood counter,shave needs,skin care,soap,soft drinks,soup broth bouillon,soy lactosefree,specialty cheeses,specialty wines champagnes,spices seasonings,spirits,spreads,tea,tofu meat alternatives,tortillas flat bread,trail mix snack mix,trash bags liners,vitamins supplements,water seltzer sparkling water,white wines,yogurt
0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,9,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,3,2,0,0,7,1,1,0,1,1,0,2,0,0,10,1,1,1,0,0,0,2,0,7,1,5,0,0,0,0,0,0,1,0,3,1,0,23,13,0,0,1,0,2,3,0,16,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,2,3,4,13,0,1,0,1,1,0,0,8,0,6,0,2,0,2,0,0,5,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,8,13,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,19,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,0,0,34,0,0,1,0,0,0,1,0,0,2,0,14,0,0,5,0,0,0,0,3,7,4,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,10,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,1,3,3,0,0,0,0,0,0,36,32,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,5,0,0
0,1,0,0,0,1,1,0,0,0,2,0,2,1,0,0,5,1,0,3,1,1,0,0,2,2,0,2,0,2,5,0,0,2,0,0,0,3,0,4,1,0,4,14,0,0,0,1,0,1,1,0,0,2,13,0,1,0,0,11,7,0,4,0,0,0,0,6,0,0,5,5,0,0,3,4,1,0,0,0,2,3,0,2,0,0,0,3,0,1,0,0,2,16,1,0,0,0,1,4,4,0,0,3,0,1,1,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,4,0,0,0,0,3,0,1,3,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,26,8,2,0,0,0,0,0,1,22,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,5,0,0,1,0,6,0,0,0,0,6,0,0,0,0,0,2,5,0,0,0,0,0,0,6,0,1,0,0,1,1,4,24,0,0,0,0,0,12,4,14
0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,20,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,11,0,0
0,4,0,0,0,0,2,0,0,0,0,8,11,9,0,0,0,1,0,0,0,0,0,0,1,19,1,0,15,1,1,1,3,11,0,0,0,2,0,0,0,0,46,14,0,0,0,0,0,0,34,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,41,0,0,0,0,1,0,0,13,1,0,0,0,3,0,0,0,1,0,0,0,1,0,24,2,0,0,0,17,0,0,0,0,0,0,140,0,0,0,0,0,5,28,0,31,2,0,0,0,8,15,0,0,0,0,0,92,0,150
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,9,3,0,0,8,3,0,0,0,0,0,0,3,1,0,0,1,0,2,1,3,3,0,0,0,0,0,0,0,1,20,1,0,36,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,4,1,0,0,0,0,0,2,0,0,4,7,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,8,0,4,0,0,3,0,3,1,5,0,0,0,2,1,0,8
1,0,0,0,0,8,9,0,0,0,0,0,0,1,0,0,0,2,5,2,0,1,1,0,0,4,1,0,3,3,0,33,16,4,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,20,0,0,3,0,0,0,0,1,0,1,0,13,0,0,0,17,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,0,1,8,0,1,1,0,0,0,2,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0
0,1,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,1,0,0,1,0,0,7,12,0,0,0,0,0,6,1,5,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,4,1,0,0,1,7,0,0,1,0,58,0,3,1,0,0,0,0,0,0,3,13,21,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,1,0,0,0,0,9,2,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,30,0,3,0,0,0,0,27,5,4,2,0,0,0,2,16,0,1,0,0,0,2,0,2
0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,4,0,10,2,1,0,0,0,0,2,0,3,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,6,0,0,1,0,7,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,17
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,5,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,1,9,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,24,6,0,29,0,0,0,0,0,3,0,2,4,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,8,0,0,0,0,19,0,2,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,10,0,0,0,0,5,0,4,7,0,0,0,1,0,17
0,14,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,16,0,3
0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,1,26,0,0,53,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,18,1,0,0,0,0,2,6,0,7
0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,2,1,0,0,4,0,0,0,12,0,0,9,0,0,0,0,3,0,0,0,2,0,1,2,7,0,0,0,0,0,0,0,4,9,0,0,14,10,2,0,0,0,3,0,0,2,0,0,1,0,0,0,0,9,3,0,0,3,0,0,0,3,0,7,0,0,4,0,0,0,0,0,2,0,0,1,18,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,0,0,2,0,0,0,0,1,0,0,0,21,0,0
0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,23,0,0,23,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,1,0,6,0,0,9,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,3,0,6
0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,4,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,3,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,8,0,0,4,4,0,0,0,0,4,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,24,0,5,0,8,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,1,7,0,0,0,0,12,3,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,2,0,5,0,2,0,0,0,0,0,0,4,0,0,0,0,0,5,2,0,1,0,0,0,0,0,1,0,20,2,0,11,1,0,0,0,0,7,0,0,2,0,0,0,0,1,0,1,3,3,0,0,8,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,4,4,0,1,3,0,15,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
